customer_city,customer_state,total_orders,delivered_orders,cancelled_orders,total_spent,average_order_value,maximum_order_value,minimum_order_value,average_payment_installments,preferred_payment_type,total_items_purchased,unique_products,unique_categories,favorite_category,average_items_per_order,average_review_score,average_delivery_days,average_delivery_delay,on_time_delivery_rate,delayed_delivery_rate,customer_tenure_days,purchase_frequency,average_purchase_gap,spending_intensity,repeat_customer,cancel_rate,one_time_buyer,high_spender,delivery_delay_category,churn_flag,predicted_churn,churn_probability,risk_segment
arceburgo,MG,1,1,0,473.84,473.84,473.84,473.84,9.0,credit_card,2.0,1.0,1.0,papelaria,2.0,4.0,12.0,-14.0,1.0,0.0,0,1.0,0.0,473.84,0,0.0,1,1,Slightly Early,1,1,0.8641822,High Risk
belem,PA,1,1,0,71.96,71.96,71.96,71.96,1.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,4.0,18.0,-16.0,1.0,0.0,0,1.0,0.0,71.96,0,0.0,1,0,Slightly Early,0,1,0.84649456,High Risk
sao caetano do sul,SP,1,0,0,24.86,24.86,24.86,24.86,2.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,5.0,0.0,0.0,0.0,1.0,0,1.0,0.0,24.86,0,0.0,1,0,On Time,1,1,0.8095455,High Risk
americana,SP,1,1,0,112.08,112.08,112.08,112.08,1.0,credit_card,1.0,1.0,1.0,cool_stuff,1.0,5.0,12.0,-8.0,1.0,0.0,0,1.0,0.0,112.08,0,0.0,1,1,On Time,1,1,0.91219944,High Risk
ibiuna,SP,1,1,0,41.93,41.93,41.93,41.93,1.0,boleto,1.0,1.0,1.0,beleza_saude,1.0,5.0,14.0,-11.0,1.0,0.0,0,1.0,0.0,41.93,0,0.0,1,0,Slightly Early,1,1,0.8676385,High Risk
campina grande,PB,1,1,0,140.34,70.17,95.1,45.24,2.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,5.0,15.0,-33.0,1.0,0.0,0,1.0,0.0,140.34,0,0.0,1,1,Early Delivery,1,1,0.7458585,High Risk
brumado,BA,1,1,0,477.63,477.63,477.63,477.63,1.0,boleto,3.0,1.0,1.0,cool_stuff,3.0,5.0,15.0,-6.0,1.0,0.0,0,1.0,0.0,477.63,0,0.0,1,1,On Time,1,1,0.81917506,High Risk
feira de santana,BA,1,1,0,224.12,224.12,224.12,224.12,4.0,credit_card,1.0,1.0,1.0,bebes,1.0,5.0,22.0,-14.0,1.0,0.0,0,1.0,0.0,224.12,0,0.0,1,1,Slightly Early,1,1,0.77077913,High Risk
belo horizonte,MG,1,1,0,62.25,62.25,62.25,62.25,2.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,3.0,-10.0,1.0,0.0,0,1.0,0.0,62.25,0,0.0,1,0,Slightly Early,0,0,0.31804228,Low Risk
lins,SP,1,1,0,155.63,155.63,155.63,155.63,3.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,4.0,6.0,-15.0,1.0,0.0,0,1.0,0.0,155.63,0,0.0,1,1,Slightly Early,1,1,0.630595,Medium Risk
pelotas,RS,1,1,0,50.09,50.09,50.09,50.09,1.0,debit_card,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,16.0,-11.0,1.0,0.0,0,1.0,0.0,50.09,0,0.0,1,0,Slightly Early,1,1,0.83373237,High Risk
caruaru,PE,1,1,0,114.7,114.7,114.7,114.7,2.0,credit_card,1.0,1.0,1.0,ferramentas_jardim,1.0,5.0,8.0,-20.0,1.0,0.0,0,1.0,0.0,114.7,0,0.0,1,1,Early Delivery,0,1,0.61056566,Medium Risk
cabrobo,PE,1,1,0,192.44,192.44,192.44,192.44,1.0,boleto,1.0,1.0,1.0,cama_mesa_banho,1.0,4.0,17.0,-28.0,1.0,0.0,0,1.0,0.0,192.44,0,0.0,1,1,Early Delivery,0,1,0.6279351,Medium Risk
lages,SC,1,1,0,295.65,295.65,295.65,295.65,1.0,boleto,1.0,1.0,1.0,eletroportateis,1.0,5.0,11.0,-8.0,1.0,0.0,0,1.0,0.0,295.65,0,0.0,1,1,On Time,0,1,0.66045976,Medium Risk
nova venecia,ES,1,1,0,257.18,257.18,257.18,257.18,5.0,credit_card,1.0,1.0,1.0,construcao_ferramentas_ferramentas,1.0,5.0,13.0,-15.0,1.0,0.0,0,1.0,0.0,257.18,0,0.0,1,1,Slightly Early,0,1,0.809332,High Risk
nova russas,CE,1,1,0,132.59,132.59,132.59,132.59,3.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,4.0,27.0,-1.0,1.0,0.0,0,1.0,0.0,132.59,0,0.0,1,1,On Time,1,1,0.88866806,High Risk
santos,SP,1,1,0,70.44,70.44,70.44,70.44,1.0,credit_card,1.0,1.0,1.0,pet_shop,1.0,3.0,9.0,-5.0,1.0,0.0,0,1.0,0.0,70.44,0,0.0,1,0,On Time,0,1,0.56507975,Medium Risk
senhor do bonfim,BA,1,1,0,108.53,108.53,108.53,108.53,4.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,1.0,26.0,-9.0,1.0,0.0,0,1.0,0.0,108.53,0,0.0,1,1,On Time,0,1,0.8228775,High Risk
sete lagoas,MG,1,1,0,132.58,132.58,132.58,132.58,4.0,credit_card,1.0,1.0,1.0,perfumaria,1.0,5.0,12.0,-12.0,1.0,0.0,0,1.0,0.0,132.58,0,0.0,1,1,Slightly Early,1,1,0.8432349,High Risk
sao paulo,SP,1,1,0,112.42,112.42,112.42,112.42,2.0,credit_card,1.0,1.0,1.0,artes,1.0,5.0,1.0,-16.0,1.0,0.0,0,1.0,0.0,112.42,0,0.0,1,1,Slightly Early,0,0,0.39190707,Low Risk
sao paulo,SP,2,2,0,276.57,138.285,153.01,123.56,1.0,boleto,2.0,2.0,2.0,casa_construcao,1.0,5.0,7.0,-8.0,1.0,0.0,19,0.1,9.5,138.28,1,0.0,0,1,On Time,0,0,0.39206728,Low Risk
niteroi,RJ,1,1,0,725.99,725.99,725.99,725.99,4.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,1.0,33.0,7.0,0.0,1.0,0,1.0,0.0,725.99,0,0.0,1,1,Delayed,1,1,0.918837,High Risk
monte siao,MG,1,1,0,56.64,56.64,56.64,56.64,2.0,credit_card,1.0,1.0,1.0,Unknown,1.0,5.0,2.0,-14.0,1.0,0.0,0,1.0,0.0,56.64,0,0.0,1,0,Slightly Early,1,1,0.81897134,High Risk
santo antonio de padua,RJ,1,1,0,85.14,85.14,85.14,85.14,2.0,credit_card,1.0,1.0,1.0,fashion_bolsas_e_acessorios,1.0,5.0,8.0,-11.0,1.0,0.0,0,1.0,0.0,85.14,0,0.0,1,0,Slightly Early,1,1,0.5723019,Medium Risk
rio de janeiro,RJ,2,2,0,219.58,109.79,115.59,103.99,6.0,credit_card,3.0,2.0,2.0,moveis_decoracao,1.5,3.0,48.0,5.5,0.5,0.5,149,0.01,74.5,109.79,1,0.0,0,1,Delayed,0,1,0.86825085,High Risk
sumare,SP,1,1,0,62.06,62.06,62.06,62.06,6.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,7.0,-9.0,1.0,0.0,0,1.0,0.0,62.06,0,0.0,1,0,On Time,0,1,0.7519552,High Risk
umuarama,PR,1,1,0,35.0,35.0,35.0,35.0,3.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,3.0,20.0,-1.0,1.0,0.0,0,1.0,0.0,35.0,0,0.0,1,0,On Time,1,1,0.89419705,High Risk
sao paulo,SP,1,0,0,27.77,27.77,27.77,27.77,2.0,credit_card,1.0,1.0,1.0,perfumaria,1.0,2.0,0.0,0.0,0.0,1.0,0,1.0,0.0,27.77,0,0.0,1,0,On Time,1,1,0.85182655,High Risk
uberaba,MG,1,1,0,84.12,42.06,80.0,4.12,1.0,credit_card,1.0,1.0,1.0,automotivo,1.0,5.0,14.0,-7.0,1.0,0.0,0,1.0,0.0,84.12,0,0.0,1,0,On Time,1,1,0.842243,High Risk
santo andre,SP,1,1,0,85.72,85.72,85.72,85.72,4.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,4.0,4.0,-4.0,1.0,0.0,0,1.0,0.0,85.72,0,0.0,1,0,On Time,1,0,0.09749335,Low Risk
maua,SP,1,0,0,214.57,214.57,214.57,214.57,1.0,credit_card,1.0,1.0,1.0,perfumaria,1.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,214.57,0,0.0,1,1,On Time,1,1,0.8076316,High Risk
angra dos reis,RJ,1,0,1,86.83,86.83,86.83,86.83,8.0,credit_card,1.0,1.0,1.0,perfumaria,1.0,5.0,0.0,0.0,0.0,1.0,0,1.0,0.0,86.83,0,1.0,1,0,On Time,1,1,0.78526914,High Risk
sao miguel do oeste,SC,1,1,0,133.48,133.48,133.48,133.48,1.0,boleto,1.0,1.0,1.0,esporte_lazer,1.0,3.0,26.0,-7.0,1.0,0.0,0,1.0,0.0,133.48,0,0.0,1,1,On Time,1,1,0.9237913,High Risk
sao paulo,SP,1,1,0,132.5,132.5,132.5,132.5,6.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,5.0,9.0,-8.0,1.0,0.0,0,1.0,0.0,132.5,0,0.0,1,1,On Time,1,1,0.7381581,High Risk
espigao do oeste,RO,1,1,0,274.01,274.01,274.01,274.01,5.0,credit_card,1.0,1.0,1.0,cool_stuff,1.0,5.0,15.0,-26.0,1.0,0.0,0,1.0,0.0,274.01,0,0.0,1,1,Early Delivery,1,1,0.669117,Medium Risk
campinas,SP,1,1,0,31.99,31.99,31.99,31.99,1.0,boleto,1.0,1.0,1.0,eletronicos,1.0,4.0,6.0,-6.0,1.0,0.0,0,1.0,0.0,31.99,0,0.0,1,0,On Time,1,1,0.55726093,Medium Risk
nova iguacu,RJ,1,1,0,100.13,100.13,100.13,100.13,1.0,credit_card,1.0,1.0,1.0,construcao_ferramentas_construcao,1.0,1.0,26.0,-13.0,1.0,0.0,0,1.0,0.0,100.13,0,0.0,1,0,Slightly Early,0,1,0.7644288,High Risk
osasco,SP,1,1,0,117.51,117.51,117.51,117.51,2.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,19.0,-7.0,1.0,0.0,0,1.0,0.0,117.51,0,0.0,1,1,On Time,0,1,0.8356103,High Risk
juiz de fora,MG,1,1,0,67.43,67.43,67.43,67.43,6.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,5.0,17.0,-3.0,1.0,0.0,0,1.0,0.0,67.43,0,0.0,1,0,On Time,1,1,0.7239402,High Risk
santa vitoria,MG,1,1,0,168.58,168.58,168.58,168.58,4.0,credit_card,1.0,1.0,1.0,cool_stuff,1.0,1.0,26.0,4.0,0.0,1.0,0,1.0,0.0,168.58,0,0.0,1,1,Delayed,1,1,0.9298148,High Risk
guarulhos,SP,1,1,0,36.35,36.35,36.35,36.35,3.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,3.0,-7.0,1.0,0.0,0,1.0,0.0,36.35,0,0.0,1,0,On Time,0,0,0.46252537,Medium Risk
sao jose do rio preto,SP,1,1,0,112.1,112.1,112.1,112.1,2.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,3.0,5.0,-15.0,1.0,0.0,0,1.0,0.0,112.1,0,0.0,1,1,Slightly Early,1,1,0.67785484,Medium Risk
santo andre,SP,1,1,0,94.09,47.045,69.19,24.9,1.0,credit_card,1.0,1.0,1.0,pet_shop,1.0,5.0,6.0,-6.0,1.0,0.0,0,1.0,0.0,94.09,0,0.0,1,0,On Time,1,0,0.4640592,Medium Risk
sao paulo,SP,1,1,0,87.54,87.54,87.54,87.54,1.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,4.0,22.0,-2.0,1.0,0.0,0,1.0,0.0,87.54,0,0.0,1,0,On Time,1,1,0.8620095,High Risk
sao goncalo,RJ,1,1,0,30.27,30.27,30.27,30.27,1.0,credit_card,1.0,1.0,1.0,ferramentas_jardim,1.0,1.0,15.0,-6.0,1.0,0.0,0,1.0,0.0,30.27,0,0.0,1,0,On Time,1,1,0.86984324,High Risk
uberlandia,MG,1,1,0,646.48,646.48,646.48,646.48,8.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,7.0,-5.0,1.0,0.0,0,1.0,0.0,646.48,0,0.0,1,1,On Time,0,0,0.21321677,Low Risk
cotia,SP,1,1,0,64.84,64.84,64.84,64.84,1.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,5.0,5.0,-8.0,1.0,0.0,0,1.0,0.0,64.84,0,0.0,1,0,On Time,1,1,0.715035,High Risk
forquilha,CE,1,1,0,39.61,39.61,39.61,39.61,3.0,credit_card,1.0,1.0,1.0,telefonia,1.0,5.0,20.0,-13.0,1.0,0.0,0,1.0,0.0,39.61,0,0.0,1,0,Slightly Early,1,1,0.8962732,High Risk
vargem alta,ES,1,1,0,67.44,67.44,67.44,67.44,2.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,5.0,21.0,-5.0,1.0,0.0,0,1.0,0.0,67.44,0,0.0,1,0,On Time,0,1,0.83799416,High Risk
valenca,RJ,1,0,0,29.59,29.59,29.59,29.59,2.0,credit_card,0.0,0.0,0.0,Unknown,0.0,4.0,0.0,0.0,0.0,1.0,0,1.0,0.0,29.59,0,0.0,1,0,On Time,1,1,0.9640706,High Risk
piracicaba,SP,1,1,0,53.53,53.53,53.53,53.53,1.0,boleto,1.0,1.0,1.0,telefonia,1.0,5.0,2.0,-6.0,1.0,0.0,0,1.0,0.0,53.53,0,0.0,1,0,On Time,0,0,0.14500971,Low Risk
sao paulo,SP,2,2,0,858.17,429.085,705.0,153.17,1.0,credit_card,2.0,2.0,2.0,cama_mesa_banho,1.0,5.0,4.5,-26.5,1.0,0.0,351,0.01,175.5,429.08,1,0.0,0,1,Early Delivery,0,0,0.4629215,Medium Risk
parnaiba,PI,1,1,0,165.37,165.37,165.37,165.37,7.0,credit_card,1.0,1.0,1.0,perfumaria,1.0,5.0,12.0,-23.0,1.0,0.0,0,1.0,0.0,165.37,0,0.0,1,1,Early Delivery,1,1,0.773038,High Risk
paranaita,MT,1,1,0,420.01,420.01,420.01,420.01,1.0,boleto,1.0,1.0,1.0,automotivo,1.0,4.0,21.0,-15.0,1.0,0.0,0,1.0,0.0,420.01,0,0.0,1,1,Slightly Early,1,1,0.8063458,High Risk
jundiai,SP,1,1,0,131.73,131.73,131.73,131.73,1.0,boleto,1.0,1.0,1.0,automotivo,1.0,5.0,8.0,-6.0,1.0,0.0,0,1.0,0.0,131.73,0,0.0,1,1,On Time,1,1,0.54509586,Medium Risk
bauru,SP,1,1,0,212.18,212.18,212.18,212.18,4.0,credit_card,2.0,1.0,1.0,pet_shop,2.0,5.0,8.0,-15.0,1.0,0.0,0,1.0,0.0,212.18,0,0.0,1,1,Slightly Early,1,1,0.6383795,Medium Risk
jacarei,SP,1,1,0,239.64,239.64,239.64,239.64,1.0,boleto,1.0,1.0,1.0,consoles_games,1.0,0.0,7.0,-20.0,1.0,0.0,0,1.0,0.0,239.64,0,0.0,1,1,Early Delivery,1,1,0.70939976,High Risk
pelotas,RS,1,1,0,65.0,65.0,65.0,65.0,1.0,boleto,1.0,1.0,1.0,beleza_saude,1.0,5.0,14.0,-13.0,1.0,0.0,0,1.0,0.0,65.0,0,0.0,1,0,Slightly Early,1,1,0.81899005,High Risk
sao paulo,SP,2,2,0,207.22000000000003,103.61,132.05,75.17,1.0,credit_card,2.0,2.0,2.0,Unknown,1.0,5.0,11.0,-14.0,1.0,0.0,180,0.01,90.0,103.61,1,0.0,0,1,Slightly Early,0,1,0.74714136,High Risk
rio de janeiro,RJ,1,1,0,183.73,183.73,183.73,183.73,1.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,1.0,41.0,17.0,0.0,1.0,0,1.0,0.0,183.73,0,0.0,1,1,Highly Delayed,1,1,0.92451537,High Risk
fraiburgo,SC,1,1,0,126.33,126.33,126.33,126.33,1.0,boleto,1.0,1.0,1.0,relogios_presentes,1.0,5.0,11.0,-16.0,1.0,0.0,0,1.0,0.0,126.33,0,0.0,1,1,Slightly Early,1,1,0.5799958,Medium Risk
praia grande,SP,1,1,0,344.2,344.2,344.2,344.2,4.0,credit_card,4.0,1.0,1.0,cama_mesa_banho,4.0,2.0,6.0,-6.0,1.0,0.0,0,1.0,0.0,344.2,0,0.0,1,1,On Time,0,0,0.40465102,Medium Risk
sao paulo,SP,1,1,0,102.03,102.03,102.03,102.03,1.0,boleto,1.0,1.0,1.0,casa_conforto,1.0,5.0,8.0,-17.0,1.0,0.0,0,1.0,0.0,102.03,0,0.0,1,0,Slightly Early,1,1,0.8117137,High Risk
cordeiropolis,SP,1,1,0,141.4,141.4,141.4,141.4,3.0,credit_card,1.0,1.0,1.0,relogios_presentes,1.0,5.0,8.0,-10.0,1.0,0.0,0,1.0,0.0,141.4,0,0.0,1,1,Slightly Early,1,1,0.647805,Medium Risk
maua,SP,1,1,0,284.23,284.23,284.23,284.23,10.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,3.0,7.0,-15.0,1.0,0.0,0,1.0,0.0,284.23,0,0.0,1,1,Slightly Early,1,1,0.7851847,High Risk
sao paulo,SP,1,1,0,32.29,32.29,32.29,32.29,1.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,7.0,-5.0,1.0,0.0,0,1.0,0.0,32.29,0,0.0,1,0,On Time,1,1,0.54387504,Medium Risk
sao jose do rio pardo,SP,1,1,0,92.57,92.57,92.57,92.57,5.0,credit_card,1.0,1.0,1.0,papelaria,1.0,4.0,14.0,-2.0,1.0,0.0,0,1.0,0.0,92.57,0,0.0,1,0,On Time,1,1,0.76383096,High Risk
taquaritinga do norte,PE,1,1,0,126.86,126.86,126.86,126.86,2.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,5.0,14.0,-19.0,1.0,0.0,0,1.0,0.0,126.86,0,0.0,1,1,Slightly Early,1,1,0.8747321,High Risk
forquilhinha,SC,1,1,0,138.6,138.6,138.6,138.6,2.0,credit_card,1.0,1.0,1.0,Unknown,1.0,1.0,27.0,5.0,0.0,1.0,0,1.0,0.0,138.6,0,0.0,1,1,Delayed,1,1,0.961964,High Risk
belo horizonte,MG,1,1,0,49.22,49.22,49.22,49.22,1.0,credit_card,1.0,1.0,1.0,utilidades_domesticas,1.0,5.0,7.0,-18.0,1.0,0.0,0,1.0,0.0,49.22,0,0.0,1,0,Slightly Early,0,1,0.6643787,Medium Risk
sao jose dos campos,SP,1,1,0,25.75,25.75,25.75,25.75,1.0,credit_card,1.0,1.0,1.0,moveis_decoracao,1.0,2.0,13.0,-11.0,1.0,0.0,0,1.0,0.0,25.75,0,0.0,1,0,Slightly Early,1,1,0.90831816,High Risk
sao carlos,SP,1,1,0,31.84,31.84,31.84,31.84,1.0,boleto,1.0,1.0,1.0,beleza_saude,1.0,3.0,5.0,-20.0,1.0,0.0,0,1.0,0.0,31.84,0,0.0,1,0,Early Delivery,1,1,0.70693815,High Risk
belo horizonte,MG,1,1,0,54.42,54.42,54.42,54.42,5.0,credit_card,1.0,1.0,1.0,casa_conforto,1.0,5.0,4.0,-20.0,1.0,0.0,0,1.0,0.0,54.42,0,0.0,1,0,Early Delivery,1,1,0.68000364,Medium Risk
balneario camboriu,SC,1,1,0,193.65,193.65,193.65,193.65,1.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,13.0,-16.0,1.0,0.0,0,1.0,0.0,193.65,0,0.0,1,1,Slightly Early,1,1,0.84229994,High Risk
salvador,BA,1,1,0,140.49,140.49,140.49,140.49,2.0,credit_card,1.0,1.0,1.0,ferramentas_jardim,1.0,5.0,12.0,-13.0,1.0,0.0,0,1.0,0.0,140.49,0,0.0,1,1,Slightly Early,1,1,0.6892939,Medium Risk
motuca,SP,1,0,0,139.96,139.96,139.96,139.96,3.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,139.96,0,0.0,1,1,On Time,1,1,0.8331171,High Risk
taubate,SP,1,1,0,367.2,367.2,367.2,367.2,1.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,5.0,8.0,-15.0,1.0,0.0,0,1.0,0.0,367.2,0,0.0,1,1,Slightly Early,1,1,0.71900994,High Risk
rio de janeiro,RJ,1,1,0,2153.35,2153.35,2153.35,2153.35,10.0,credit_card,1.0,1.0,1.0,eletrodomesticos_2,1.0,4.0,2.0,-23.0,1.0,0.0,0,1.0,0.0,2153.35,0,0.0,1,1,Early Delivery,1,0,0.4196866,Medium Risk
lagarto,SE,1,1,0,457.65,457.65,457.65,457.65,10.0,credit_card,1.0,1.0,1.0,instrumentos_musicais,1.0,1.0,194.0,166.0,0.0,1.0,0,1.0,0.0,457.65,0,0.0,1,1,Highly Delayed,1,1,0.9520794,High Risk
rio de janeiro,RJ,1,1,0,101.93,101.93,101.93,101.93,8.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,1.0,5.0,-29.0,1.0,0.0,0,1.0,0.0,101.93,0,0.0,1,0,Early Delivery,1,0,0.3934323,Low Risk
niteroi,RJ,1,1,0,78.72,78.72,78.72,78.72,6.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,1.0,8.0,-15.0,1.0,0.0,0,1.0,0.0,78.72,0,0.0,1,0,Slightly Early,0,1,0.7158636,High Risk
pinto bandeira,RS,1,0,0,65.0,65.0,65.0,65.0,1.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,1.0,0.0,0.0,0.0,1.0,0,1.0,0.0,65.0,0,0.0,1,0,On Time,1,1,0.79464716,High Risk
sorocaba,SP,1,1,0,131.45,131.45,131.45,131.45,1.0,boleto,1.0,1.0,1.0,casa_construcao,1.0,1.0,3.0,-7.0,1.0,0.0,0,1.0,0.0,131.45,0,0.0,1,1,On Time,0,0,0.3082995,Low Risk
goiania,GO,1,1,0,95.43,95.43,95.43,95.43,1.0,credit_card,1.0,1.0,1.0,beleza_saude,1.0,4.0,7.0,-18.0,1.0,0.0,0,1.0,0.0,95.43,0,0.0,1,0,Slightly Early,1,1,0.5709282,Medium Risk
anicuns,GO,1,1,0,28.75,28.75,28.75,28.75,1.0,boleto,1.0,1.0,1.0,eletronicos,1.0,4.0,27.0,0.0,1.0,0.0,0,1.0,0.0,28.75,0,0.0,1,0,On Time,1,1,0.94872814,High Risk
sertaozinho,SP,1,1,0,51.34,51.34,51.34,51.34,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,12.0,-8.0,1.0,0.0,0,1.0,0.0,51.34,0,0.0,1,0,On Time,1,1,0.8769531,High Risk
porto alegre,RS,1,1,0,86.15,86.15,86.15,86.15,4.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,4.0,20.0,-7.0,1.0,0.0,0,1.0,0.0,86.15,0,0.0,1,0,On Time,1,1,0.8820749,High Risk
rio de janeiro,RJ,1,1,0,206.84,206.84,206.84,206.84,15.0,credit_card,1.0,1.0,1.0,moveis_escritorio,1.0,2.0,38.0,-33.0,1.0,0.0,0,1.0,0.0,206.84,0,0.0,1,1,Early Delivery,1,1,0.72600055,High Risk
diadema,SP,1,1,0,506.46,506.46,506.46,506.46,10.0,credit_card,2.0,1.0,1.0,moveis_escritorio,2.0,3.0,6.0,-4.0,1.0,0.0,0,1.0,0.0,506.46,0,0.0,1,1,On Time,0,0,0.37283865,Low Risk
rio de janeiro,RJ,1,1,0,71.04,71.04,71.04,71.04,1.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,1.0,32.0,4.0,0.0,1.0,0,1.0,0.0,71.04,0,0.0,1,0,Delayed,1,1,0.96597576,High Risk
abaetetuba,PA,1,1,0,114.7,114.7,114.7,114.7,5.0,credit_card,1.0,1.0,1.0,ferramentas_jardim,1.0,5.0,10.0,-19.0,1.0,0.0,0,1.0,0.0,114.7,0,0.0,1,1,Slightly Early,0,1,0.71016824,High Risk
joao pessoa,PB,1,1,0,335.46,335.46,335.46,335.46,3.0,credit_card,2.0,1.0,1.0,esporte_lazer,2.0,3.0,15.0,-20.0,1.0,0.0,0,1.0,0.0,335.46,0,0.0,1,1,Early Delivery,1,1,0.83915424,High Risk
florianopolis,SC,1,1,0,146.96,146.96,146.96,146.96,1.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,15.0,-14.0,1.0,0.0,0,1.0,0.0,146.96,0,0.0,1,1,Slightly Early,1,1,0.86931425,High Risk
sao caetano do sul,SP,1,1,0,61.15,61.15,61.15,61.15,1.0,boleto,1.0,1.0,1.0,ferramentas_jardim,1.0,4.0,3.0,-7.0,1.0,0.0,0,1.0,0.0,61.15,0,0.0,1,0,On Time,1,0,0.4692074,Medium Risk
arroio dos ratos,RS,1,1,0,31.73,31.73,31.73,31.73,1.0,credit_card,1.0,1.0,1.0,eletronicos,1.0,5.0,6.0,-28.0,1.0,0.0,0,1.0,0.0,31.73,0,0.0,1,0,Early Delivery,1,1,0.5599312,Medium Risk
sao paulo,SP,1,1,0,71.82,71.82,71.82,71.82,2.0,credit_card,1.0,1.0,1.0,esporte_lazer,1.0,5.0,3.0,-12.0,1.0,0.0,0,1.0,0.0,71.82,0,0.0,1,0,Slightly Early,1,1,0.74309397,High Risk
santo andre,SP,1,1,0,138.72,138.72,138.72,138.72,1.0,boleto,1.0,1.0,1.0,brinquedos,1.0,5.0,11.0,-5.0,1.0,0.0,0,1.0,0.0,138.72,0,0.0,1,1,On Time,1,1,0.8067336,High Risk
sao paulo,SP,1,1,0,109.41,109.41,109.41,109.41,1.0,credit_card,1.0,1.0,1.0,malas_acessorios,1.0,5.0,3.0,-12.0,1.0,0.0,0,1.0,0.0,109.41,0,0.0,1,1,Slightly Early,1,1,0.75600016,High Risk
campo mourao,PR,1,1,0,153.72,153.72,153.72,153.72,1.0,boleto,1.0,1.0,1.0,relogios_presentes,1.0,1.0,23.0,0.0,1.0,0.0,0,1.0,0.0,153.72,0,0.0,1,1,On Time,0,1,0.7742595,High Risk
duque de caxias,RJ,1,1,0,326.92,326.92,326.92,326.92,1.0,credit_card,1.0,1.0,1.0,brinquedos,1.0,5.0,13.0,-4.0,1.0,0.0,0,1.0,0.0,326.92,0,0.0,1,1,On Time,1,1,0.78472495,High Risk
sorocaba,SP,1,1,0,169.92,169.92,169.92,169.92,2.0,credit_card,1.0,1.0,1.0,informatica_acessorios,1.0,5.0,6.0,-8.0,1.0,0.0,0,1.0,0.0,169.92,0,0.0,1,1,On Time,1,1,0.5671539,Medium Risk
paulinia,SP,1,1,0,281.26,281.26,281.26,281.26,3.0,credit_card,1.0,1.0,1.0,cama_mesa_banho,1.0,4.0,5.0,-13.0,1.0,0.0,0,1.0,0.0,281.26,0,0.0,1,1,Slightly Early,1,1,0.66368854,Medium Risk
diadema,SP,2,2,0,221.28,110.64,113.62,107.66,1.0,credit_card,2.0,2.0,2.0,cama_mesa_banho,1.0,4.0,7.5,-9.0,1.0,0.0,343,0.01,171.5,110.64,1,0.0,0,1,On Time,0,0,0.2536814,Low Risk
brasilia,DF,1,1,0,406.95,406.95,406.95,406.95,1.0,boleto,4.0,4.0,2.0,moveis_decoracao,4.0,1.0,6.0,-32.0,1.0,0.0,0,1.0,0.0,406.95,0,0.0,1,1,Early Delivery,0,0,0.46949044,Medium Risk
luis eduardo magalhaes,BA,1,1,0,99.34,99.34,99.34,99.34,1.0,boleto,1.0,1.0,1.0,beleza_saude,1.0,5.0,16.0,-12.0,1.0,0.0,0,1.0,0.0,99.34,0,0.0,1,0,Slightly Early,0,1,0.7493359,High Risk
